ShapeSize,#input,#output,#op,RealNdpxCost
8429568,14,1,37,1261803
8429568,7,2,23,2425311
8429568,14,1,37,1403608
8429568,7,2,23,2457970
1404928,12,1,21,181134
1404928,5,2,7,355310
2107392,14,1,37,257041
2107392,7,2,23,585574
702464,12,1,21,106601
702464,5,2,7,177213
4214784,14,1,37,625356
4214784,7,2,23,1191591
4214784,14,1,37,622537
4214784,7,2,23,1218393
702464,12,1,21,82116
702464,5,2,7,178599
4214784,14,1,37,594133
4214784,7,2,23,1192706
4214784,14,1,37,583716
4214784,7,2,23,1215729
702464,12,1,21,73601
702464,5,2,7,176688
4214784,14,1,37,691934
4214784,7,2,23,1185886
4214784,14,1,37,636675
4214784,7,2,23,1252411
702464,12,1,21,91116
702464,5,2,7,176752
640,29,8,42,1164
1920,64,19,94,2448
1920,85,22,129,3667
320,81,24,122,2878
1152,64,19,94,2605
192,38,11,54,1156
1152,85,22,129,3166
192,85,22,129,2698
768,29,8,42,1364
768,85,22,129,3657
4214784,14,1,37,639508
4214784,7,2,23,1241641
4214784,14,1,37,621708
4214784,7,2,23,1239792
1053696,12,1,21,161129
1053696,5,2,7,269985
6322176,14,1,37,886526
6322176,7,2,23,1766158
6322176,14,1,37,1026865
6322176,7,2,23,1867234
1053696,12,1,21,125337
1053696,5,2,7,265310
6322176,14,1,37,907326
6322176,7,2,23,1822378
6322176,14,1,37,880813
6322176,7,2,23,1824521
1053696,12,1,21,142859
1053696,5,2,7,281838
1580544,14,1,37,207896
1580544,7,2,23,447915
439040,12,1,21,51189
439040,5,2,7,110671
2634240,14,1,37,380356
2634240,7,2,23,719903
2634240,14,1,37,367334
2634240,7,2,23,730705
439040,12,1,21,51034
439040,5,2,7,111288
2634240,14,1,37,369521
2634240,7,2,23,737677
2634240,14,1,37,489457
2634240,7,2,23,795658
439040,12,1,21,55735
439040,5,2,7,110538
2634240,14,1,37,526838
2634240,7,2,23,795712
2634240,14,1,37,587295
2634240,7,2,23,788510
878080,12,1,21,98494
878080,5,2,7,221723
2560,29,8,42,1405
56448,3,1,4,7471
3512320,4,2,4,858236
878080,7,1,12,50538
878080,4,2,4,214502
2634240,4,2,4,668043
17280,1,1,1,1089
2634240,4,2,4,644731
439040,8,1,13,30197
439040,4,2,4,107169
2634240,4,2,4,645121
17280,1,1,1,1092
2634240,4,2,4,644514
439040,8,1,13,28834
439040,4,2,4,108903
2634240,4,2,4,644938
17280,1,1,1,1089
2634240,4,2,4,644331
439040,7,1,12,26950
439040,4,2,4,107650
1580544,4,2,4,386967
10368,1,1,1,780
6322176,4,2,4,1548257
1053696,8,1,13,86987
1053696,4,2,4,257895
6322176,4,2,4,1599227
10368,1,1,1,780
6322176,4,2,4,1546666
1053696,8,1,13,90292
1053696,4,2,4,257903
6322176,4,2,4,1585435
10368,1,1,1,780
6322176,4,2,4,1596798
1053696,7,1,12,71600
1053696,4,2,4,257926
4214784,4,2,4,1043920
6912,1,1,1,621
4214784,4,2,4,1039048
702464,8,1,13,50189
702464,4,2,4,171889
4214784,4,2,4,1059450
6912,1,1,1,621
4214784,4,2,4,1032395
702464,8,1,13,44828
702464,4,2,4,172016
4214784,4,2,4,1030420
6912,1,1,1,621
4214784,4,2,4,1042414
702464,8,1,13,51452
702464,4,2,4,175374
4214784,4,2,4,1031158
6912,1,1,1,620
4214784,4,2,4,1031012
702464,7,1,12,41614
702464,4,2,4,172153
2107392,4,2,4,515656
3456,1,1,1,468
8429568,4,2,4,2101681
1404928,8,1,13,84044
1404928,4,2,4,344360
8429568,4,2,4,2065494
3456,1,1,1,468
8429568,4,2,4,2064334
1404928,8,1,13,100195
1404928,4,2,4,358122
8429568,4,2,4,2064697
3456,1,1,1,468
8429568,4,2,4,2062244
1404928,7,1,12,84401
1404928,4,2,4,352568
6322176,4,2,4,1548232
2592,1,1,1,428
25288704,4,2,4,6186923
5619712,8,1,13,378191
5619712,4,2,4,1375919
25288704,4,2,4,6256825
2592,1,1,1,428
25288704,4,2,4,6400552
5619712,7,1,12,358619
5619712,4,2,4,1376143
16859136,4,2,4,4131969
1728,1,1,1,391
67436544,4,2,4,16523792
11239424,7,1,12,690975
11239424,4,2,4,2752282
22478848,4,2,4,5504767
576,1,1,1,340
22478848,4,2,4,5508607
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,609
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8593
307200,1,1,1,14111
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5279
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
56448,3,1,3,7445
819200,10,3,15,132309
49152,37,12,54,31052
110592,37,12,54,71865
73728,10,3,15,11747
110592,28,9,41,54069
165888,28,9,41,79721
110592,19,6,28,35827
184320,10,3,15,29558
307200,28,9,41,148693
276480,28,9,41,133522
307200,19,6,28,98936
614400,10,3,15,99159
3072,10,3,15,809
27648,10,3,15,4423
6144,10,3,15,1168
6912,19,6,28,2172
41472,19,6,28,13120
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5489
55296,28,9,41,26329
12288,19,6,28,3761
24576,10,3,15,3959
49152,28,9,41,23301
1728,10,3,15,704
9216,10,3,15,1551
1024,10,3,15,680
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116240
439040,2,1,1,20042
439040,2,1,1,20043
1053696,2,1,1,47694
1053696,2,1,1,47657
702464,2,1,1,31875
702464,2,1,1,37182
702464,2,1,1,31875
1404928,2,1,1,63447
1404928,2,1,1,74298
5619712,2,1,1,282191
32,3,1,8,388
32,4,1,9,475
56448,2,1,4,7140
56448,5,4,9,16622
2580480,7,3,14,416797
32,9,8,38,787
22478848,8,1,36,2651880
22478848,5,2,23,6127681
22478848,8,1,36,2457000
22478848,5,2,23,6102507
11239424,6,1,20,1122826
11239424,4,2,7,2838290
768,39,23,120,2174
128,22,22,124,2020
384,27,19,90,1634
64,12,11,50,1009
384,32,22,126,2084
64,23,22,122,2027
288,35,22,125,2334
64,14,16,75,1313
16859136,8,1,36,2053649
16859136,5,2,23,4556396
5619712,6,1,20,444458
5619712,4,2,7,1379483
25288704,9,1,37,3064580
25288704,5,2,23,6779988
25288704,9,1,37,3223157
25288704,5,2,23,6995996
5619712,6,1,20,438041
5619712,4,2,7,1390041
6322176,8,1,36,782417
6322176,5,2,23,1696377
1404928,7,1,20,139980
1404928,4,2,7,348588
8429568,8,1,36,938983
8429568,5,2,23,2355932
8429568,9,1,37,906218
8429568,5,2,23,2260063
1404928,5,1,20,132265
1404928,3,2,7,352661
8429568,9,1,37,1022575
8429568,5,2,23,2304062
8429568,8,1,37,1140754
8429568,5,2,23,2316799
1404928,6,1,20,114440
1404928,4,2,7,346242
2107392,8,1,37,205622
2107392,5,2,23,560703
702464,7,1,20,69775
702464,4,2,7,172523
4214784,9,1,37,502080
4214784,5,2,23,1135750
4214784,9,1,37,512448
4214784,5,2,23,1153554
702464,7,1,21,62511
702464,3,2,7,169823
4214784,9,1,37,507161
4214784,5,2,23,1141080
4214784,9,1,37,476547
4214784,5,2,23,1155167
702464,6,1,20,49810
702464,4,2,7,172381
4214784,9,1,37,535787
4214784,5,2,23,1129810
4214784,9,1,37,534887
4214784,5,2,23,1179968
702464,6,1,20,59031
702464,4,2,7,172997
640,15,8,40,899
1920,31,19,91,2158
1920,40,22,128,2599
320,32,24,117,1938
1152,31,19,91,1985
192,13,11,50,950
1152,40,22,128,2237
192,31,22,123,2022
768,15,8,40,1132
768,40,22,128,2393
4214784,9,1,37,553979
4214784,5,2,23,1167211
4214784,9,1,37,534745
4214784,5,2,23,1170163
1053696,8,1,21,117145
1053696,4,2,7,262953
6322176,9,1,37,750595
6322176,5,2,23,1698794
6322176,9,1,37,893373
6322176,5,2,23,1781225
1053696,6,1,20,79017
1053696,4,2,7,258395
6322176,9,1,37,773209
6322176,5,2,23,1726205
6322176,9,1,37,727728
6322176,5,2,23,1736898
1053696,7,1,20,107153
1053696,4,2,7,272892
1580544,9,1,37,173561
1580544,5,2,23,425158
439040,7,1,21,38882
439040,4,2,7,107592
2634240,9,1,37,311689
2634240,5,2,23,689892
2634240,9,1,37,279086
2634240,5,2,23,697975
439040,7,1,20,35309
439040,4,2,7,108177
2634240,9,1,37,290880
2634240,5,2,23,704312
2634240,9,1,37,416003
2634240,5,2,23,754758
439040,7,1,21,38566
439040,4,2,7,107519
2634240,9,1,37,421492
2634240,5,2,23,747700
2634240,9,1,37,429034
2634240,5,2,23,743362
878080,8,1,21,78878
878080,4,2,7,215519
2560,15,8,40,1327
56448,3,1,4,7473
3512320,2,2,4,842041
878080,6,1,12,48835
878080,2,2,4,210585
2634240,2,2,4,636537
17280,1,1,1,1089
2634240,2,2,4,631566
439040,7,1,13,28078
439040,2,2,4,105404
2634240,2,2,4,631321
17280,1,1,1,1089
2634240,2,2,4,631356
439040,5,1,12,24652
439040,2,2,4,105403
2634240,2,2,4,631473
17280,1,1,1,1089
2634240,2,2,4,631321
439040,5,1,12,25168
439040,2,2,4,105406
1580544,2,2,4,379038
10368,1,1,1,780
6322176,2,2,4,1515678
1053696,6,1,12,66773
1053696,2,2,4,252742
6322176,2,2,4,1521398
10368,1,1,1,780
6322176,2,2,4,1515657
1053696,5,1,12,62642
1053696,2,2,4,252652
6322176,2,2,4,1520066
10368,1,1,1,780
6322176,2,2,4,1521797
1053696,6,1,12,62528
1053696,2,2,4,252672
4214784,2,2,4,1013030
6912,1,1,1,619
4214784,2,2,4,1010822
702464,5,1,12,40355
702464,2,2,4,168540
4214784,2,2,4,1014003
6912,1,1,1,621
4214784,2,2,4,1010322
702464,5,1,12,39618
702464,2,2,4,168494
4214784,2,2,4,1010290
6912,1,1,1,619
4214784,2,2,4,1012226
702464,6,1,13,42573
702464,2,2,4,169487
4214784,2,2,4,1010246
6912,1,1,1,621
4214784,2,2,4,1010236
702464,4,1,11,37921
702464,2,2,4,168505
2107392,2,2,4,505038
3456,1,1,1,468
8429568,2,2,4,2026532
1404928,5,1,12,77118
1404928,2,2,4,336822
8429568,2,2,4,2020586
3456,1,1,1,471
8429568,2,2,4,2020617
1404928,5,1,12,81550
1404928,2,2,4,339454
8429568,2,2,4,2020720
3456,1,1,1,468
8429568,2,2,4,2020479
1404928,5,1,11,78937
1404928,2,2,4,337646
6322176,2,2,4,1515684
2592,1,1,1,428
25288704,2,2,4,6062048
5619712,5,1,12,319444
5619712,2,2,4,1347048
25288704,2,2,4,6081086
2592,1,1,1,428
25288704,2,2,4,6095045
5619712,4,1,11,313193
5619712,2,2,4,1347156
16859136,2,2,4,4041304
1728,1,1,1,391
67436544,2,2,4,16165662
11239424,4,1,11,622648
11239424,2,2,4,2694364
22478848,2,2,4,5388081
576,1,1,1,340
22478848,2,2,4,5388271
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,609
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14112
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
56448,3,1,3,7424
819200,7,3,14,132175
49152,19,12,53,31059
110592,19,12,53,70763
73728,7,3,14,11744
110592,15,9,40,53111
165888,15,9,40,79435
110592,11,6,27,35468
184320,7,3,14,29475
307200,15,9,40,148509
276480,15,9,40,133543
307200,11,6,27,98951
614400,7,3,14,98804
3072,7,3,14,794
27648,7,3,14,4364
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13089
9216,7,3,14,1552
9216,7,3,14,1551
12288,15,9,40,5423
55296,15,9,40,26215
12288,11,6,27,3763
24576,7,3,14,3745
49152,15,9,40,23067
1728,7,3,14,675
9216,7,3,14,1551
1024,7,3,14,611
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116851
64,2,1,1,350
32,2,1,1,342
501760,2,1,1,22865
501760,2,1,1,22860
1204224,2,1,1,54417
1204224,2,1,1,54760
802816,2,1,1,36385
802816,2,1,1,36381
802816,2,1,1,42998
1605632,2,1,1,72459
1605632,2,1,1,85999
6422528,2,1,1,288918
64,2,1,3,333
64,3,1,8,473
64512,2,1,4,8387
64512,6,4,8,19320
2580480,10,3,15,418037
2016,10,3,16,688
32,29,8,42,947
25690112,14,1,37,4890013
25690112,7,2,23,7579081
25690112,14,1,37,4845544
25690112,7,2,23,7579072
12845056,12,1,21,1535892
12845056,5,2,7,3276933
768,84,23,122,2967
128,85,22,129,2721
384,64,19,94,2517
64,38,11,54,1347
384,85,22,129,2841
64,85,22,129,2882
288,85,22,129,3020
64,55,16,82,1754
19267584,14,1,37,2794691
19267584,7,2,23,5405507
6422528,12,1,21,649991
6422528,5,2,7,1619516
28901376,14,1,37,5300531
28901376,7,2,23,8755416
28901376,14,1,37,4545010
28901376,7,2,23,8481038
6422528,12,1,21,810798
6422528,5,2,7,1617974
7225344,14,1,37,1107226
7225344,7,2,23,2047961
1605632,12,1,21,266792
1605632,5,2,7,412708
9633792,14,1,37,1353506
9633792,7,2,23,2726024
9633792,14,1,37,1355410
9633792,7,2,23,2657975
1605632,12,1,21,230364
1605632,5,2,7,413267
9633792,14,1,37,1443159
9633792,7,2,23,2676475
9633792,14,1,37,1242666
9633792,7,2,23,2614658
1605632,12,1,21,224299
1605632,5,2,7,407619
2408448,14,1,37,354560
2408448,7,2,23,660120
802816,12,1,21,104476
802816,5,2,7,202379
4816896,14,1,37,755775
4816896,7,2,23,1357092
4816896,14,1,37,712603
4816896,7,2,23,1398751
802816,12,1,21,117110
802816,5,2,7,214927
4816896,14,1,37,658333
4816896,7,2,23,1347479
4816896,14,1,37,650275
4816896,7,2,23,1334298
802816,12,1,21,131448
802816,5,2,7,211949
4816896,14,1,37,652423
4816896,7,2,23,1361135
4816896,14,1,37,709839
4816896,7,2,23,1321098
802816,12,1,21,111533
802816,5,2,7,204037
640,29,8,42,948
1920,64,19,94,2383
1920,85,22,129,3326
320,81,24,122,2337
1152,64,19,94,2405
192,38,11,54,1310
1152,85,22,129,3061
192,85,22,129,2562
768,29,8,42,1140
768,85,22,129,3410
4816896,14,1,37,655166
4816896,7,2,23,1357925
4816896,14,1,37,691396
4816896,7,2,23,1392764
1204224,12,1,21,152083
1204224,5,2,7,304968
7225344,14,1,37,1097078
7225344,7,2,23,2048727
7225344,14,1,37,1188123
7225344,7,2,23,2029747
1204224,12,1,21,126772
1204224,5,2,7,303558
7225344,14,1,37,1074426
7225344,7,2,23,2093018
7225344,14,1,37,996952
7225344,7,2,23,2068832
1204224,12,1,21,158945
1204224,5,2,7,306355
1806336,14,1,37,239025
1806336,7,2,23,501735
501760,12,1,21,56040
501760,5,2,7,126561
3010560,14,1,37,439196
3010560,7,2,23,859256
3010560,14,1,37,425132
3010560,7,2,23,836954
501760,12,1,21,57917
501760,5,2,7,127379
3010560,14,1,37,427718
3010560,7,2,23,844907
3010560,14,1,37,446895
3010560,7,2,23,856430
501760,12,1,21,71976
501760,5,2,7,126342
3010560,14,1,37,469616
3010560,7,2,23,834331
3010560,14,1,37,418342
3010560,7,2,23,823256
1003520,12,1,21,109141
1003520,5,2,7,252604
2560,29,8,42,1461
64512,2,1,2,8151
64512,1,1,1,3209
81920,1,1,2,3994
4014080,4,2,4,983070
1003520,7,1,12,57945
1003520,4,2,4,245582
3010560,4,2,4,736410
17280,1,1,1,1089
3010560,4,2,4,736779
501760,8,1,13,35644
501760,4,2,4,122596
3010560,4,2,4,736087
17280,1,1,1,1089
3010560,4,2,4,737545
501760,8,1,13,31311
501760,4,2,4,124184
3010560,4,2,4,748514
17280,1,1,1,1089
3010560,4,2,4,761034
501760,7,1,12,30652
501760,4,2,4,123085
1806336,4,2,4,442097
10368,1,1,1,780
7225344,4,2,4,1769829
1204224,8,1,13,71943
1204224,4,2,4,294604
7225344,4,2,4,1767756
10368,1,1,1,780
7225344,4,2,4,1768762
1204224,8,1,13,80248
1204224,4,2,4,294551
7225344,4,2,4,1767445
10368,1,1,1,780
7225344,4,2,4,1768122
1204224,7,1,12,73597
1204224,4,2,4,294829
4816896,4,2,4,1178361
6912,1,1,1,619
4816896,4,2,4,1206962
802816,8,1,13,62525
802816,4,2,4,196828
4816896,4,2,4,1178796
6912,1,1,1,621
4816896,4,2,4,1179282
802816,8,1,13,65880
802816,4,2,4,199367
4816896,4,2,4,1180344
6912,1,1,1,621
4816896,4,2,4,1178278
802816,8,1,13,69002
802816,4,2,4,201171
4816896,4,2,4,1179744
6912,1,1,1,621
4816896,4,2,4,1192620
802816,7,1,12,51111
802816,4,2,4,197030
2408448,4,2,4,589904
3456,1,1,1,468
9633792,4,2,4,2358022
1605632,8,1,13,110292
1605632,4,2,4,392283
9633792,4,2,4,2356961
3456,1,1,1,468
9633792,4,2,4,2359483
1605632,8,1,13,107109
1605632,4,2,4,393053
9633792,4,2,4,2361228
3456,1,1,1,471
9633792,4,2,4,2356074
1605632,7,1,12,94591
1605632,4,2,4,400595
7225344,4,2,4,1806479
2592,1,1,1,428
28901376,4,2,4,7081921
6422528,8,1,13,422227
6422528,4,2,4,1573248
28901376,4,2,4,7083285
2592,1,1,1,428
28901376,4,2,4,7078092
6422528,7,1,12,409079
6422528,4,2,4,1572679
19267584,4,2,4,4721779
1728,1,1,1,390
77070336,4,2,4,19602576
12845056,7,1,12,830915
12845056,4,2,4,3146127
25690112,4,2,4,6292872
576,1,1,1,340
25690112,4,2,4,6292874
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,571
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2518
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132210
49152,37,12,54,31107
110592,37,12,54,72359
73728,10,3,15,11823
110592,28,9,41,53791
165888,28,9,41,79963
110592,19,6,28,36275
184320,10,3,15,29686
307200,28,9,41,149546
276480,28,9,41,133568
307200,19,6,28,99386
614400,10,3,15,99174
3072,10,3,15,825
27648,10,3,15,4388
6144,10,3,15,1161
6912,19,6,28,2172
41472,19,6,28,13091
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5599
55296,28,9,41,26322
12288,19,6,28,3738
24576,10,3,15,3878
49152,28,9,41,23305
1728,10,3,15,744
9216,10,3,15,1551
1024,10,3,15,682
32,1,1,1,335
32,1,1,1,334
2580480,1,1,1,116417
64,2,1,1,351
32,2,1,1,342
501760,2,1,1,22865
501760,2,1,1,22860
1204224,2,1,1,54417
1204224,2,1,1,54762
802816,2,1,1,36386
802816,2,1,1,36381
802816,2,1,1,42862
1605632,2,1,1,72466
1605632,2,1,1,85841
6422528,2,1,1,288922
64,2,1,3,333
64,3,1,8,473
64512,2,1,4,8356
64512,4,4,8,19018
2580480,7,3,14,416831
2016,7,3,15,688
32,9,8,38,764
25690112,8,1,36,3461611
25690112,5,2,23,7219887
25690112,9,1,37,3500513
25690112,5,2,23,7228643
12845056,6,1,20,993495
12845056,4,2,7,3187752
768,39,23,120,2141
128,22,22,124,1979
384,27,19,90,1661
64,12,11,50,1062
384,32,22,126,2067
64,23,22,122,1944
288,35,22,125,2244
64,14,16,75,1199
19267584,8,1,36,2157882
19267584,5,2,23,5128777
6422528,6,1,20,429206
6422528,4,2,7,1578451
28901376,8,1,36,4489977
28901376,5,2,23,8216886
28901376,8,1,36,3551027
28901376,5,2,23,8128711
6422528,6,1,20,528593
6422528,4,2,7,1575921
7225344,9,1,37,865101
7225344,5,2,23,1965848
1605632,7,1,20,177318
1605632,4,2,7,403757
9633792,8,1,36,1062241
9633792,5,2,23,2600627
9633792,9,1,37,1110900
9633792,5,2,23,2542236
1605632,5,1,20,125080
1605632,3,2,7,390514
9633792,9,1,37,1136389
9633792,5,2,23,2569608
9633792,8,1,37,960639
9633792,5,2,23,2504623
1605632,6,1,20,138651
1605632,4,2,7,396726
2408448,8,1,37,269309
2408448,5,2,23,631683
802816,7,1,20,69816
802816,4,2,7,197407
4816896,9,1,37,585967
4816896,5,2,23,1297155
4816896,9,1,37,572404
4816896,5,2,23,1336323
802816,7,1,21,83820
802816,3,2,7,200640
4816896,9,1,37,546665
4816896,5,2,23,1278580
4816896,9,1,37,540134
4816896,5,2,23,1275828
802816,6,1,20,80796
802816,4,2,7,206526
4816896,9,1,37,546171
4816896,5,2,23,1289979
4816896,9,1,37,571733
4816896,5,2,23,1264639
802816,6,1,20,71876
802816,4,2,7,198950
640,15,8,40,851
1920,31,19,91,2133
1920,40,22,128,2547
320,32,24,117,1791
1152,31,19,91,1986
192,13,11,50,989
1152,40,22,128,2192
192,32,22,124,2091
768,15,8,40,973
768,40,22,128,2648
4816896,9,1,37,561879
4816896,5,2,23,1300167
4816896,9,1,37,578229
4816896,5,2,23,1327032
1204224,7,1,20,109223
1204224,4,2,7,296891
7225344,9,1,37,882972
7225344,5,2,23,1956626
7225344,9,1,37,977350
7225344,5,2,23,1933285
1204224,6,1,20,80786
1204224,4,2,7,295981
7225344,9,1,37,928405
7225344,5,2,23,1989118
7225344,9,1,37,829153
7225344,5,2,23,1956698
1204224,8,1,21,116451
1204224,4,2,7,298762
1806336,9,1,37,202626
1806336,5,2,23,478624
501760,7,1,21,42285
501760,4,2,7,123038
3010560,9,1,37,371155
3010560,5,2,23,827455
3010560,9,1,37,350111
3010560,5,2,23,797623
501760,7,1,20,40317
501760,4,2,7,123620
3010560,9,1,37,357465
3010560,5,2,23,805606
3010560,9,1,37,350848
3010560,5,2,23,810407
501760,7,1,21,48815
501760,4,2,7,122920
3010560,9,1,37,361974
3010560,5,2,23,796310
3010560,9,1,37,344195
3010560,5,2,23,787651
1003520,8,1,21,81948
1003520,4,2,7,246429
2560,15,8,40,1312
64512,2,1,2,8142
64512,1,1,1,3209
81920,1,1,2,3994
4014080,2,2,4,962312
1003520,6,1,12,56741
1003520,2,2,4,240533
3010560,2,2,4,721747
17280,1,1,1,1089
3010560,2,2,4,721607
501760,7,1,13,31347
501760,2,2,4,120443
3010560,2,2,4,721632
17280,1,1,1,1089
3010560,2,2,4,721829
501760,5,1,12,28261
501760,2,2,4,120455
3010560,2,2,4,723474
17280,1,1,1,1089
3010560,2,2,4,724195
501760,5,1,12,28985
501760,2,2,4,120457
1806336,2,2,4,433094
10368,1,1,1,780
7225344,2,2,4,1731952
1204224,7,1,13,69443
1204224,2,2,4,288625
7225344,2,2,4,1731941
10368,1,1,1,780
7225344,2,2,4,1731931
1204224,5,1,12,67235
1204224,2,2,4,288741
7225344,2,2,4,1732059
10368,1,1,1,780
7225344,2,2,4,1731872
1204224,5,1,11,67739
1204224,2,2,4,288770
4816896,2,2,4,1154664
6912,1,1,1,621
4816896,2,2,4,1159293
802816,5,1,12,46684
802816,2,2,4,192412
4816896,2,2,4,1154791
6912,1,1,1,621
4816896,2,2,4,1154874
802816,5,1,12,47857
802816,2,2,4,193250
4816896,2,2,4,1154814
6912,1,1,1,621
4816896,2,2,4,1154698
802816,6,1,13,55795
802816,2,2,4,192981
4816896,2,2,4,1154798
6912,1,1,1,621
4816896,2,2,4,1157082
802816,4,1,11,44741
802816,2,2,4,192395
2408448,2,2,4,577487
3456,1,1,1,471
9633792,2,2,4,2309458
1605632,5,1,12,91261
1605632,2,2,4,385036
9633792,2,2,4,2309394
3456,1,1,1,468
9633792,2,2,4,2309382
1605632,5,1,12,89519
1605632,2,2,4,384980
9633792,2,2,4,2309392
3456,1,1,1,471
9633792,2,2,4,2309323
1605632,5,1,11,88183
1605632,2,2,4,385815
7225344,2,2,4,1737793
2592,1,1,1,428
28901376,2,2,4,6927748
6422528,5,1,12,363448
6422528,2,2,4,1539331
28901376,2,2,4,6927912
2592,1,1,1,428
28901376,2,2,4,6927852
6422528,4,1,11,355497
6422528,2,2,4,1539573
19267584,2,2,4,4618648
1728,1,1,1,391
77070336,2,2,4,18649979
12845056,4,1,11,713421
12845056,2,2,4,3079104
25690112,2,2,4,6158045
576,1,1,1,340
25690112,2,2,4,6158336
