ShapeSize,#input,#output,#op,RealNdpxCost
3010560,4,2,4,735599
501760,7,1,12,28544
501760,4,2,4,122769
1505280,4,2,4,368583
3456,1,1,1,468
6021120,4,2,4,1498245
1003520,8,1,13,58990
1003520,4,2,4,245273
6021120,4,2,4,1527074
3456,1,1,1,468
6021120,4,2,4,1473802
1003520,8,1,13,64003
1003520,4,2,4,245387
6021120,4,2,4,1473873
3456,1,1,1,468
6021120,4,2,4,1472849
1003520,7,1,12,59238
1003520,4,2,4,245976
4515840,4,2,4,1104084
2592,1,1,1,428
18063360,4,2,4,4423221
4014080,8,1,13,340234
4014080,4,2,4,983519
18063360,4,2,4,4421732
2592,1,1,1,428
18063360,4,2,4,4417658
4014080,7,1,12,252149
4014080,4,2,4,983448
12042240,4,2,4,3020827
1728,1,1,1,391
48168960,4,2,4,11800104
8028160,7,1,12,461153
8028160,4,2,4,1966848
16056320,4,2,4,3931552
576,1,1,1,340
16056320,4,2,4,4037402
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5279
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5279
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27912
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
40320,3,1,3,5396
819200,10,3,15,132290
49152,37,12,54,31052
110592,37,12,54,70777
73728,10,3,15,11808
110592,28,9,41,53208
165888,28,9,41,80208
110592,19,6,28,35906
184320,10,3,15,29692
307200,28,9,41,148514
276480,28,9,41,133874
307200,19,6,28,99374
614400,10,3,15,99217
3072,10,3,15,815
27648,10,3,15,4408
6144,10,3,15,1144
6912,19,6,28,2186
41472,19,6,28,13205
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5489
55296,28,9,41,26326
12288,19,6,28,3907
24576,10,3,15,3939
49152,28,9,41,23311
1728,10,3,15,688
9216,10,3,15,1551
1024,10,3,15,621
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116258
313600,2,1,1,14408
313600,2,1,1,16515
752640,2,1,1,37075
752640,2,1,1,36161
501760,2,1,1,22865
501760,2,1,1,26621
501760,2,1,1,26631
1003520,2,1,1,45411
1003520,2,1,1,45421
4014080,2,1,1,216405
32,3,1,8,388
32,4,1,9,535
40320,2,1,4,4951
40320,5,4,9,11950
2580480,7,3,14,416866
32,9,8,38,806
16056320,8,1,36,1842628
16056320,5,2,23,4438676
16056320,8,1,36,1759517
16056320,5,2,23,4280957
8028160,6,1,20,508432
8028160,4,2,7,1974476
768,39,23,120,2310
128,22,22,124,1972
384,27,19,90,1782
64,12,11,50,1099
384,32,22,126,2217
64,23,22,122,1915
288,35,22,125,2265
64,14,16,75,1240
12042240,8,1,36,1345793
12042240,5,2,23,3361016
4014080,6,1,20,333655
4014080,4,2,7,1003715
18063360,9,1,37,2224104
18063360,5,2,23,4822678
18063360,8,1,36,2312594
18063360,5,2,23,4907831
4014080,7,1,21,395605
4014080,4,2,7,1015566
4515840,8,1,36,558156
4515840,5,2,23,1215676
1003520,8,1,21,106125
1003520,4,2,7,250962
6021120,8,1,36,786745
6021120,5,2,23,1666678
6021120,9,1,37,983073
6021120,5,2,23,1681116
1003520,5,1,20,71993
1003520,3,2,7,241409
6021120,9,1,37,738729
6021120,5,2,23,1599485
6021120,8,1,37,893364
6021120,5,2,23,1731427
1003520,6,1,20,83502
1003520,4,2,7,247394
1505280,8,1,37,151060
1505280,5,2,23,395979
501760,7,1,20,35813
501760,4,2,7,123195
3010560,9,1,37,343811
3010560,5,2,23,817595
3010560,9,1,37,351260
3010560,5,2,23,805735
501760,7,1,21,42815
501760,4,2,7,123186
3010560,9,1,37,367434
3010560,5,2,23,831526
3010560,9,1,37,330540
3010560,5,2,23,804249
501760,6,1,20,37913
501760,4,2,7,123479
3010560,9,1,37,319600
3010560,5,2,23,804585
3010560,9,1,37,348900
3010560,5,2,23,804742
501760,6,1,20,37819
501760,4,2,7,123627
640,15,8,40,971
1920,31,19,91,2158
1920,40,22,128,2488
320,32,24,117,1870
1152,31,19,91,1796
192,13,11,50,1033
1152,40,22,128,2448
192,32,22,124,2075
768,15,8,40,995
768,40,22,128,2221
3010560,9,1,37,369297
3010560,5,2,23,808359
3010560,9,1,37,335966
3010560,5,2,23,788286
752640,8,1,21,91681
752640,4,2,7,188285
4515840,9,1,37,569624
4515840,5,2,23,1218053
4515840,9,1,37,542149
4515840,5,2,23,1176712
752640,6,1,20,59189
752640,4,2,7,185225
4515840,9,1,37,592238
4515840,5,2,23,1216289
4515840,9,1,37,553439
4515840,5,2,23,1215584
752640,8,1,21,85140
752640,4,2,7,196397
1128960,9,1,37,114790
1128960,5,2,23,293249
313600,7,1,21,24129
313600,4,2,7,77134
1881600,9,1,37,235509
1881600,5,2,23,502608
1881600,9,1,37,244300
1881600,5,2,23,499241
313600,7,1,20,29158
313600,4,2,7,78648
1881600,9,1,37,241022
1881600,5,2,23,517477
1881600,9,1,37,236441
1881600,5,2,23,508832
313600,7,1,21,25365
313600,4,2,7,77116
1881600,9,1,37,253149
1881600,5,2,23,524961
1881600,9,1,37,208779
1881600,5,2,23,496709
627200,8,1,21,62947
627200,4,2,7,157123
2560,15,8,40,1387
40320,3,1,4,5379
2508800,2,2,4,601333
627200,6,1,12,36753
627200,2,2,4,150430
1881600,2,2,4,450919
17280,1,1,1,1089
1881600,2,2,4,453387
313600,7,1,13,19591
313600,2,2,4,75112
1881600,2,2,4,451083
17280,1,1,1,1089
1881600,2,2,4,454709
313600,5,1,12,18663
313600,2,2,4,75081
1881600,2,2,4,451103
17280,1,1,1,1089
1881600,2,2,4,450986
313600,5,1,12,17464
313600,2,2,4,75081
1128960,2,2,4,270663
10368,1,1,1,780
4515840,2,2,4,1082405
752640,7,1,13,46963
752640,2,2,4,180476
4515840,2,2,4,1082568
10368,1,1,1,780
4515840,2,2,4,1082396
752640,5,1,12,44326
752640,2,2,4,180390
4515840,2,2,4,1085814
10368,1,1,1,780
4515840,2,2,4,1088421
752640,6,1,12,44272
752640,2,2,4,180527
3010560,2,2,4,721759
6912,1,1,1,620
3010560,2,2,4,728376
501760,5,1,12,28316
501760,2,2,4,120529
3010560,2,2,4,728204
6912,1,1,1,621
3010560,2,2,4,725914
501760,5,1,12,28727
501760,2,2,4,120401
3010560,2,2,4,724632
6912,1,1,1,621
3010560,2,2,4,721698
501760,6,1,13,30117
501760,2,2,4,120386
3010560,2,2,4,721711
6912,1,1,1,621
3010560,2,2,4,721618
501760,4,1,11,26532
501760,2,2,4,120377
1505280,2,2,4,360886
3456,1,1,1,471
6021120,2,2,4,1446565
1003520,5,1,12,55330
1003520,2,2,4,240560
6021120,2,2,4,1452229
3456,1,1,1,468
6021120,2,2,4,1443266
1003520,5,1,12,56623
1003520,2,2,4,240580
6021120,2,2,4,1443108
3456,1,1,1,468
6021120,2,2,4,1443292
1003520,6,1,12,57282
1003520,2,2,4,240487
4515840,2,2,4,1082533
2592,1,1,1,428
18063360,2,2,4,4330018
4014080,6,1,13,271720
4014080,2,2,4,962304
18063360,2,2,4,4329870
2592,1,1,1,428
18063360,2,2,4,4329817
4014080,4,1,11,220909
4014080,2,2,4,962267
12042240,2,2,4,2895750
1728,1,1,1,391
48168960,2,2,4,11546166
8028160,4,1,11,436690
8028160,2,2,4,1924324
16056320,2,2,4,3848680
576,1,1,1,340
16056320,2,2,4,3862094
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37113
614400,1,1,1,27911
307200,1,1,1,14112
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14112
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
40320,3,1,3,5396
819200,7,3,14,132103
49152,19,12,53,30948
110592,19,12,53,70837
73728,7,3,14,11687
110592,15,9,40,53049
165888,15,9,40,79897
110592,11,6,27,35481
184320,7,3,14,29572
307200,15,9,40,148457
276480,15,9,40,133507
307200,11,6,27,98924
614400,7,3,14,99156
3072,7,3,14,774
27648,7,3,14,4326
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13135
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5458
55296,15,9,40,26241
12288,11,6,27,3719
24576,7,3,14,3782
49152,15,9,40,23249
1728,7,3,14,661
9216,7,3,14,1551
1024,7,3,14,594
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116245
64,2,1,1,350
376320,2,1,1,17231
376320,2,1,1,17226
903168,2,1,1,40905
903168,2,1,1,40909
602112,2,1,1,27376
602112,2,1,1,27378
602112,2,1,1,31876
1204224,2,1,1,54421
1204224,2,1,1,64448
4816896,2,1,1,240438
32,3,1,8,388
32,4,1,9,416
48384,2,1,4,6201
48384,6,4,8,14390
2580480,10,3,15,417980
2016,11,3,18,880
32,29,8,42,923
19267584,14,1,37,3590917
19267584,7,2,23,5477304
19267584,14,1,37,3661831
19267584,7,2,23,5503285
9633792,12,1,21,1047222
9633792,5,2,7,2428465
768,84,23,122,2831
128,85,22,129,3250
384,64,19,94,2286
64,38,11,54,1409
384,85,22,129,2772
64,85,22,129,2586
288,85,22,129,3266
64,55,16,82,1622
14450688,14,1,37,2076044
14450688,7,2,23,4030556
4816896,12,1,21,516850
4816896,5,2,7,1231172
21676032,14,1,37,3511463
21676032,7,2,23,5994296
21676032,14,1,37,3143699
21676032,7,2,23,6406255
4816896,12,1,21,542956
4816896,5,2,7,1214947
5419008,14,1,37,755683
5419008,7,2,23,1474560
1204224,12,1,21,160742
1204224,5,2,7,313599
7225344,14,1,37,1140929
7225344,7,2,23,2109468
7225344,14,1,37,989189
7225344,7,2,23,2015251
1204224,12,1,21,228192
1204224,5,2,7,325102
7225344,14,1,37,1121376
7225344,7,2,23,2091200
7225344,14,1,37,889371
7225344,7,2,23,1962218
1204224,12,1,21,146410
1204224,5,2,7,308415
1806336,14,1,37,239389
1806336,7,2,23,512917
602112,12,1,21,83161
602112,5,2,7,153680
3612672,14,1,37,626070
3612672,7,2,23,1022673
3612672,14,1,37,518364
3612672,7,2,23,1003647
602112,12,1,21,78979
602112,5,2,7,154759
3612672,14,1,37,567237
3612672,7,2,23,1000703
3612672,14,1,37,560606
3612672,7,2,23,980970
602112,12,1,21,79430
602112,5,2,7,152083
3612672,14,1,37,519024
3612672,7,2,23,981859
3612672,14,1,37,521980
3612672,7,2,23,1014672
602112,12,1,21,82709
602112,5,2,7,155685
640,29,8,42,1240
1920,64,19,94,2673
1920,85,22,129,3402
320,81,24,122,2441
1152,64,19,94,2229
192,38,11,54,1420
1152,85,22,129,3080
192,85,22,129,2888
768,29,8,42,1206
768,85,22,129,3121
3612672,14,1,37,521921
3612672,7,2,23,1023277
3612672,14,1,37,517511
3612672,7,2,23,998705
903168,12,1,21,121971
903168,5,2,7,231194
5419008,14,1,37,901995
5419008,7,2,23,1558727
5419008,14,1,37,799070
5419008,7,2,23,1522566
903168,12,1,21,106456
903168,5,2,7,227928
5419008,14,1,37,794811
5419008,7,2,23,1520591
5419008,14,1,37,765236
5419008,7,2,23,1498169
903168,12,1,21,108416
903168,5,2,7,230721
1354752,14,1,37,227301
1354752,7,2,23,384390
376320,12,1,21,48302
376320,5,2,7,95070
2257920,14,1,37,333641
2257920,7,2,23,622689
2257920,14,1,37,306086
2257920,7,2,23,616020
376320,12,1,21,47450
376320,5,2,7,95555
2257920,14,1,37,372745
2257920,7,2,23,633263
2257920,14,1,37,332599
2257920,7,2,23,649343
376320,12,1,21,47046
376320,5,2,7,94560
2257920,14,1,37,305046
2257920,7,2,23,629196
2257920,14,1,37,359288
2257920,7,2,23,640273
752640,12,1,21,87515
752640,5,2,7,189730
2560,29,8,42,1336
48384,2,1,2,6303
48384,1,1,1,2484
61440,1,1,2,3076
3010560,4,2,4,736044
752640,7,1,12,53932
752640,4,2,4,184413
2257920,4,2,4,552530
17280,1,1,1,1089
2257920,4,2,4,564939
376320,8,1,13,25608
376320,4,2,4,91981
2257920,4,2,4,552775
17280,1,1,1,1089
2257920,4,2,4,553054
376320,8,1,13,25832
376320,4,2,4,93493
2257920,4,2,4,553127
17280,1,1,1,1089
2257920,4,2,4,553137
376320,7,1,12,21508
376320,4,2,4,92452
1354752,4,2,4,331809
10368,1,1,1,780
5419008,4,2,4,1327612
903168,8,1,13,60258
903168,4,2,4,221178
5419008,4,2,4,1326201
10368,1,1,1,780
5419008,4,2,4,1326842
903168,8,1,13,58535
903168,4,2,4,221063
5419008,4,2,4,1326508
10368,1,1,1,780
5419008,4,2,4,1325390
903168,7,1,12,51538
903168,4,2,4,221350
3612672,4,2,4,883503
6912,1,1,1,621
3612672,4,2,4,885066
602112,8,1,13,40539
602112,4,2,4,153216
3612672,4,2,4,915272
6912,1,1,1,619
3612672,4,2,4,884755
602112,8,1,13,44207
602112,4,2,4,147915
3612672,4,2,4,884580
6912,1,1,1,621
3612672,4,2,4,883507
602112,8,1,13,50579
602112,4,2,4,147636
3612672,4,2,4,889237
6912,1,1,1,621
3612672,4,2,4,883352
602112,7,1,12,35915
602112,4,2,4,147708
1806336,4,2,4,442406
3456,1,1,1,468
7225344,4,2,4,1837698
1204224,8,1,13,78376
1204224,4,2,4,294949
7225344,4,2,4,1768646
3456,1,1,1,468
7225344,4,2,4,1768415
1204224,8,1,13,81946
1204224,4,2,4,306590
7225344,4,2,4,1768075
3456,1,1,1,468
7225344,4,2,4,1777578
1204224,7,1,12,76623
1204224,4,2,4,294622
5419008,4,2,4,1325878
2592,1,1,1,428
21676032,4,2,4,5379100
4816896,8,1,13,315041
4816896,4,2,4,1179751
21676032,4,2,4,5306590
2592,1,1,1,428
21676032,4,2,4,5305854
4816896,7,1,12,285131
4816896,4,2,4,1206710
14450688,4,2,4,3538169
1728,1,1,1,391
57802752,4,2,4,14164230
9633792,7,1,12,641329
9633792,4,2,4,2358882
19267584,4,2,4,4906288
576,1,1,1,340
19267584,4,2,4,4815160
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8593
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14112
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37114
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14112
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,609
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132276
49152,37,12,54,31030
110592,37,12,54,72141
73728,10,3,15,11754
110592,28,9,41,53158
165888,28,9,41,80239
110592,19,6,28,36016
184320,10,3,15,29659
307200,28,9,41,148500
276480,28,9,41,133663
307200,19,6,28,99548
614400,10,3,15,99170
3072,10,3,15,844
27648,10,3,15,4343
6144,10,3,15,1165
6912,19,6,28,2172
41472,19,6,28,13284
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5519
55296,28,9,41,26324
12288,19,6,28,3874
24576,10,3,15,3814
49152,28,9,41,23415
1728,10,3,15,680
9216,10,3,15,1551
1024,10,3,15,623
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116631
64,2,1,1,350
376320,2,1,1,17231
376320,2,1,1,17226
903168,2,1,1,43144
903168,2,1,1,40909
602112,2,1,1,27376
602112,2,1,1,27378
602112,2,1,1,31731
1204224,2,1,1,54426
1204224,2,1,1,64379
4816896,2,1,1,232334
32,3,1,8,388
32,3,1,9,416
48384,2,1,4,6202
48384,4,4,8,14155
2580480,7,3,14,415886
2016,7,3,17,902
32,9,8,38,744
19267584,8,1,36,2679441
19267584,5,2,23,5226469
19267584,8,1,36,2754394
19267584,5,2,23,5277194
9633792,6,1,20,713421
9633792,4,2,7,2366231
768,39,23,120,2189
128,22,22,126,2043
384,27,19,90,1658
64,12,11,50,1009
384,32,22,126,2016
64,25,22,124,2027
288,36,22,126,2375
64,14,16,75,1177
14450688,8,1,36,1548807
14450688,5,2,23,3850192
4816896,6,1,20,349642
4816896,4,2,7,1201644
21676032,9,1,37,2750796
21676032,5,2,23,5728199
21676032,9,1,37,2623704
21676032,5,2,23,6044254
4816896,7,1,21,386878
4816896,4,2,7,1183052
5419008,9,1,37,588530
5419008,5,2,23,1411528
1204224,7,1,20,115349
1204224,4,2,7,303909
7225344,8,1,36,877007
7225344,5,2,23,2017953
7225344,9,1,37,838136
7225344,5,2,23,1928487
1204224,5,1,20,122240
1204224,3,2,7,302208
7225344,9,1,37,900816
7225344,5,2,23,1993641
7225344,8,1,37,665362
7225344,5,2,23,1879356
1204224,6,1,20,93521
1204224,4,2,7,300428
1806336,8,1,37,192926
1806336,5,2,23,486228
602112,7,1,20,56585
602112,4,2,7,150127
3612672,9,1,37,474960
3612672,5,2,23,972447
3612672,9,1,37,424821
3612672,5,2,23,961847
602112,7,1,21,61676
602112,4,2,7,150061
3612672,9,1,37,450096
3612672,5,2,23,956819
3612672,9,1,37,416686
3612672,5,2,23,939735
602112,6,1,20,49634
602112,4,2,7,147943
3612672,9,1,37,397277
3612672,5,2,23,939656
3612672,9,1,37,402696
3612672,5,2,23,967087
602112,6,1,20,52465
602112,4,2,7,151748
640,15,8,40,1054
1920,31,19,91,2210
1920,40,22,128,2506
320,32,24,117,1813
1152,31,19,91,1903
192,13,11,50,1036
1152,40,22,128,2255
192,34,22,126,2103
768,15,8,40,981
768,40,22,128,2345
3612672,9,1,37,421597
3612672,5,2,23,979027
3612672,9,1,37,415464
3612672,5,2,23,959198
903168,8,1,21,99142
903168,4,2,7,225917
5419008,9,1,37,715418
5419008,5,2,23,1492186
5419008,9,1,37,680573
5419008,5,2,23,1450366
903168,6,1,20,67101
903168,4,2,7,222272
5419008,9,1,37,650182
5419008,5,2,23,1459229
5419008,9,1,37,607823
5419008,5,2,23,1431566
903168,8,1,21,83011
903168,4,2,7,224932
1354752,9,1,37,170885
1354752,5,2,23,364276
376320,7,1,21,31763
376320,4,2,7,92685
2257920,9,1,37,269099
2257920,5,2,23,596875
2257920,9,1,37,236208
2257920,5,2,23,590879
376320,7,1,20,32448
376320,4,2,7,92814
2257920,9,1,37,293503
2257920,5,2,23,602845
2257920,9,1,37,291623
2257920,5,2,23,620973
376320,7,1,21,31913
376320,4,2,7,92305
2257920,9,1,37,261736
2257920,5,2,23,602533
2257920,9,1,37,282969
2257920,5,2,23,607159
752640,8,1,21,71269
752640,4,2,7,184774
2560,15,8,40,1306
48384,2,1,2,6303
48384,1,1,1,2484
61440,1,1,2,3076
3010560,2,2,4,721531
752640,6,1,12,48221
752640,2,2,4,180456
2257920,2,2,4,541221
17280,1,1,1,1089
2257920,2,2,4,542525
376320,7,1,13,23067
376320,2,2,4,90318
2257920,2,2,4,541324
17280,1,1,1,1089
2257920,2,2,4,541409
376320,5,1,12,21362
376320,2,2,4,90316
2257920,2,2,4,541234
17280,1,1,1,1089
2257920,2,2,4,541316
376320,5,1,12,20189
376320,2,2,4,90316
1354752,2,2,4,324644
10368,1,1,1,780
5419008,2,2,4,1299104
903168,7,1,13,53710
903168,2,2,4,216775
5419008,2,2,4,1299012
10368,1,1,1,780
5419008,2,2,4,1298946
903168,5,1,12,51065
903168,2,2,4,216749
5419008,2,2,4,1299230
10368,1,1,1,780
5419008,2,2,4,1298977
903168,6,1,12,50517
903168,2,2,4,216694
3612672,2,2,4,865912
6912,1,1,1,621
3612672,2,2,4,866092
602112,5,1,12,34467
602112,2,2,4,145404
3612672,2,2,4,872639
6912,1,1,1,620
3612672,2,2,4,865961
602112,5,1,12,34846
602112,2,2,4,144276
3612672,2,2,4,866017
6912,1,1,1,621
3612672,2,2,4,865969
602112,6,1,13,41053
602112,2,2,4,144248
3612672,2,2,4,866683
6912,1,1,1,619
3612672,2,2,4,865829
602112,4,1,11,32757
602112,2,2,4,144255
1806336,2,2,4,433156
3456,1,1,1,468
7225344,2,2,4,1748840
1204224,5,1,12,67211
1204224,2,2,4,288673
7225344,2,2,4,1732065
3456,1,1,1,468
7225344,2,2,4,1732064
1204224,5,1,12,68964
1204224,2,2,4,291358
7225344,2,2,4,1732069
3456,1,1,1,471
7225344,2,2,4,1732433
1204224,5,1,11,66807
1204224,2,2,4,288663
5419008,2,2,4,1298877
2592,1,1,1,428
21676032,2,2,4,5212058
4816896,6,1,13,280149
4816896,2,2,4,1154663
21676032,2,2,4,5196097
2592,1,1,1,428
21676032,2,2,4,5196151
4816896,4,1,11,263139
4816896,2,2,4,1158011
14450688,2,2,4,3463754
1728,1,1,1,391
57802752,2,2,4,13854982
9633792,4,1,11,539796
9633792,2,2,4,2309488
19267584,2,2,4,4663150
576,1,1,1,341
19267584,2,2,4,4633221
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37114
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,609
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,132128
49152,19,12,53,30979
110592,19,12,53,70786
73728,7,3,14,11651
110592,15,9,40,53066
165888,15,9,40,79980
110592,11,6,27,35454
184320,7,3,14,29491
307200,15,9,40,148521
276480,15,9,40,133605
307200,11,6,27,98804
614400,7,3,14,98936
3072,7,3,14,774
27648,7,3,14,4274
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13110
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5453
55296,15,9,40,26232
12288,11,6,27,3740
24576,7,3,14,3769
49152,15,9,40,23214
1728,7,3,14,650
9216,7,3,14,1551
1024,7,3,14,594
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116251
439040,2,1,1,20043
439040,2,1,1,20043
1053696,2,1,1,47692
1053696,2,1,1,47674
702464,2,1,1,31875
702464,2,1,1,37414
702464,2,1,1,31875
1404928,2,1,1,63437
1404928,2,1,1,75087
5619712,2,1,1,282440
32,3,1,8,388
32,4,1,9,475
56448,2,1,4,7140
56448,7,4,10,16629
2580480,10,3,15,417086
32,29,8,42,1229
22478848,14,1,37,3273157
22478848,7,2,23,6428882
22478848,14,1,37,3130770
22478848,7,2,23,6405270
11239424,12,1,21,1538093
11239424,5,2,7,2913113
768,84,23,122,2920
128,85,22,129,2806
384,64,19,94,2291
64,38,11,54,1292
384,85,22,129,2696
64,85,22,129,3014
288,85,22,129,2926
64,55,16,82,1948
16859136,14,1,37,2658153
16859136,7,2,23,4783786
5619712,12,1,21,664254
5619712,5,2,7,1416708
25288704,14,1,37,3806739
25288704,7,2,23,7037055
25288704,14,1,37,3769753
25288704,7,2,23,7303812
5619712,12,1,21,712331
5619712,5,2,7,1425523
6322176,14,1,37,980945
6322176,7,2,23,1773312
1404928,12,1,21,207605
1404928,5,2,7,357487
8429568,14,1,37,1193703
8429568,7,2,23,2483837
8429568,14,1,37,1074430
8429568,7,2,23,2363754
1404928,12,1,21,248944
1404928,5,2,7,379409
