ShapeSize,#input,#output,#op,RealNdpxCost
6912,1,1,1,621
501760,8,1,13,34195
6912,1,1,1,621
501760,8,1,13,36458
6912,1,1,1,621
501760,7,1,12,28719
3456,1,1,1,468
1003520,8,1,13,59325
3456,1,1,1,468
1003520,8,1,13,64267
3456,1,1,1,468
1003520,7,1,12,59332
2592,1,1,1,428
4014080,8,1,13,339960
2592,1,1,1,428
4014080,7,1,12,252473
1728,1,1,1,391
8028160,7,1,12,460698
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27912
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,620
9216,1,1,1,725
6912,1,1,1,619
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,341
819200,10,3,15,132196
49152,37,12,54,31021
110592,37,12,54,70829
73728,10,3,15,11787
110592,28,9,41,53076
165888,28,9,41,79937
110592,19,6,28,36170
184320,10,3,15,29616
307200,28,9,41,148718
276480,28,9,41,133815
307200,19,6,28,99515
614400,10,3,15,99253
3072,10,3,15,815
27648,10,3,15,4421
6144,10,3,15,1144
6912,19,6,28,2186
41472,19,6,28,13162
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5506
55296,28,9,41,26343
12288,19,6,28,3874
24576,10,3,15,3940
49152,28,9,41,23311
1728,10,3,15,688
9216,10,3,15,1551
1024,10,3,15,623
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,120553
313600,2,1,1,14407
313600,2,1,1,16515
752640,2,1,1,37089
752640,2,1,1,36973
501760,2,1,1,22868
501760,2,1,1,26895
501760,2,1,1,26534
1003520,2,1,1,45411
1003520,2,1,1,45421
4014080,2,1,1,215523
2580480,7,3,14,417052
32,9,8,38,806
16056320,8,1,36,1845348
16056320,8,1,36,1758415
8028160,6,1,20,509217
768,39,23,120,2310
128,22,22,124,1973
384,27,19,90,1782
64,12,11,50,1099
384,32,22,126,2217
64,23,22,122,1916
288,35,22,125,2265
64,14,16,75,1240
12042240,8,1,36,1344568
4014080,6,1,20,334745
18063360,9,1,37,2226119
18063360,8,1,36,2309989
4014080,7,1,21,396497
4515840,8,1,36,560696
1003520,8,1,21,106022
6021120,8,1,36,783607
6021120,9,1,37,984711
1003520,5,1,20,71938
6021120,9,1,37,738996
6021120,8,1,37,889410
1003520,6,1,20,83470
1505280,8,1,37,151531
501760,7,1,20,35544
3010560,9,1,37,343952
3010560,9,1,37,350226
501760,7,1,21,42273
3010560,9,1,37,364891
3010560,9,1,37,330486
501760,6,1,20,38116
3010560,9,1,37,319806
3010560,9,1,37,348933
501760,6,1,20,37323
640,15,8,40,971
1920,31,19,91,2158
1920,40,22,128,2487
320,32,24,117,1870
1152,31,19,91,1796
192,13,11,50,1033
1152,40,22,128,2448
192,32,22,124,2075
768,15,8,40,995
768,40,22,128,2221
3010560,9,1,37,369735
3010560,9,1,37,336356
752640,8,1,21,92697
4515840,9,1,37,569034
4515840,9,1,37,541254
752640,6,1,20,59407
4515840,9,1,37,591853
4515840,9,1,37,552126
752640,8,1,21,85106
1128960,9,1,37,114324
313600,7,1,21,23901
1881600,9,1,37,235592
1881600,9,1,37,245071
313600,7,1,20,29047
1881600,9,1,37,240608
1881600,9,1,37,237003
313600,7,1,21,25846
1881600,9,1,37,252516
1881600,9,1,37,209831
627200,8,1,21,62736
2560,15,8,40,1387
627200,6,1,12,36912
17280,1,1,1,1089
313600,7,1,13,19303
17280,1,1,1,1089
313600,5,1,12,18616
17280,1,1,1,1089
313600,5,1,12,17405
10368,1,1,1,780
752640,7,1,13,47671
10368,1,1,1,780
752640,5,1,12,44293
10368,1,1,1,780
752640,6,1,12,44300
6912,1,1,1,621
501760,5,1,12,28447
6912,1,1,1,621
501760,5,1,12,28730
6912,1,1,1,621
501760,6,1,13,30038
6912,1,1,1,621
501760,4,1,11,26836
3456,1,1,1,468
1003520,5,1,12,54695
3456,1,1,1,468
1003520,5,1,12,56637
3456,1,1,1,468
1003520,6,1,12,57357
2592,1,1,1,428
4014080,6,1,13,271168
2592,1,1,1,428
4014080,4,1,11,220926
1728,1,1,1,391
8028160,4,1,11,436727
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,586
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,620
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2518
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5277
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2518
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,619
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,132052
49152,19,12,53,30947
110592,19,12,53,71203
73728,7,3,14,11749
110592,15,9,40,53018
165888,15,9,40,79970
110592,11,6,27,35460
184320,7,3,14,29530
307200,15,9,40,148449
276480,15,9,40,133501
307200,11,6,27,98967
614400,7,3,14,99114
3072,7,3,14,775
27648,7,3,14,4277
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13124
9216,7,3,14,1550
9216,7,3,14,1551
12288,15,9,40,5374
55296,15,9,40,26349
12288,11,6,27,3719
24576,7,3,14,3793
49152,15,9,40,23239
1728,7,3,14,661
9216,7,3,14,1551
1024,7,3,14,594
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116648
32,2,1,1,340
627200,2,1,1,28501
627200,2,1,1,28496
1505280,2,1,1,67974
1505280,2,1,1,80687
1003520,2,1,1,45417
1003520,2,1,1,53591
1003520,2,1,1,45421
2007040,2,1,1,90517
2007040,2,1,1,107485
8028160,2,1,1,432073
2580480,10,3,15,417159
2016,10,3,16,723
32,29,8,42,1061
32112640,14,1,37,5453381
32112640,14,1,37,4397871
16056320,12,1,21,1755477
768,84,23,122,2721
128,85,22,129,2812
384,64,19,94,2176
64,38,11,54,1434
384,85,22,129,2536
64,85,22,129,2720
288,85,22,129,3480
64,55,16,82,2099
24084480,14,1,37,3295798
8028160,12,1,21,940767
36126720,14,1,37,5386772
36126720,14,1,37,6352510
8028160,12,1,21,1349326
9031680,14,1,37,1541650
2007040,12,1,21,285362
12042240,14,1,37,1753658
12042240,14,1,37,1838148
2007040,12,1,21,295215
12042240,14,1,37,2418415
12042240,14,1,37,2023439
2007040,12,1,21,258473
3010560,14,1,37,365912
1003520,12,1,21,125096
6021120,14,1,37,838452
6021120,14,1,37,944855
1003520,12,1,21,139159
6021120,14,1,37,883566
6021120,14,1,37,860333
1003520,12,1,21,139363
6021120,14,1,37,859781
6021120,14,1,37,1005043
1003520,12,1,21,130988
640,29,8,42,926
1920,64,19,94,2493
1920,85,22,129,3110
320,81,24,122,2531
1152,64,19,94,2462
192,38,11,54,1571
1152,85,22,129,3302
192,85,22,129,2741
768,29,8,42,1140
768,85,22,129,3024
6021120,14,1,37,873666
6021120,14,1,37,838641
1505280,12,1,21,249794
9031680,14,1,37,1438912
9031680,14,1,37,1410053
1505280,12,1,21,203231
9031680,14,1,37,1287871
9031680,14,1,37,1449344
1505280,12,1,21,205570
2257920,14,1,37,330952
627200,12,1,21,79721
3763200,14,1,37,571691
3763200,14,1,37,529703
627200,12,1,21,106363
3763200,14,1,37,600704
3763200,14,1,37,536904
627200,12,1,21,83911
3763200,14,1,37,563297
3763200,14,1,37,512110
1254400,12,1,21,157665
2560,29,8,42,1487
80640,1,1,1,3933
102400,1,1,2,4916
1254400,7,1,12,77723
17280,1,1,1,1089
627200,8,1,13,42515
17280,1,1,1,1089
627200,8,1,13,43061
17280,1,1,1,1089
627200,7,1,12,38073
10368,1,1,1,780
1505280,8,1,13,100067
10368,1,1,1,780
1505280,8,1,13,89301
10368,1,1,1,780
1505280,7,1,12,91647
6912,1,1,1,621
1003520,8,1,13,67587
6912,1,1,1,621
1003520,8,1,13,69699
6912,1,1,1,621
1003520,8,1,13,76550
6912,1,1,1,621
1003520,7,1,12,60404
3456,1,1,1,468
2007040,8,1,13,142437
3456,1,1,1,471
2007040,8,1,13,136092
3456,1,1,1,468
2007040,7,1,12,124545
2592,1,1,1,428
8028160,8,1,13,712598
2592,1,1,1,428
8028160,7,1,12,507441
1728,1,1,1,390
16056320,7,1,12,936406
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132218
49152,37,12,54,31039
110592,37,12,54,70782
73728,10,3,15,11653
110592,28,9,41,54707
165888,28,9,41,80908
110592,19,6,28,36405
184320,10,3,15,29691
307200,28,9,41,148683
276480,28,9,41,133615
307200,19,6,28,99474
614400,10,3,15,99560
3072,10,3,15,809
27648,10,3,15,4366
6144,10,3,15,1144
6912,19,6,28,2205
41472,19,6,28,13162
9216,10,3,15,1551
9216,10,3,15,1596
12288,28,9,41,6155
55296,28,9,41,26241
12288,19,6,28,3753
24576,10,3,15,3883
49152,28,9,41,23305
1728,10,3,15,668
9216,10,3,15,1551
1024,10,3,15,595
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,117417
32,2,1,1,340
627200,2,1,1,28503
627200,2,1,1,28496
1505280,2,1,1,74615
1505280,2,1,1,80621
1003520,2,1,1,45407
1003520,2,1,1,53576
1003520,2,1,1,45418
2007040,2,1,1,91095
2007040,2,1,1,107526
8028160,2,1,1,432145
2580480,7,3,14,416022
2016,7,3,15,723
32,9,8,38,804
32112640,8,1,36,4113999
32112640,8,1,36,3596131
16056320,6,1,20,1181339
768,39,23,120,2129
128,23,22,124,1988
384,27,19,90,1713
64,12,11,50,1030
384,32,22,126,2062
64,23,22,122,1885
288,34,22,124,2355
64,14,16,75,1258
24084480,8,1,36,2698982
8028160,6,1,20,623957
36126720,8,1,36,4374112
36126720,8,1,36,4684212
8028160,7,1,21,884659
9031680,8,1,36,1151439
2007040,7,1,20,192222
12042240,8,1,36,1400229
12042240,9,1,37,1535730
2007040,5,1,20,158313
12042240,9,1,37,1935706
12042240,8,1,37,1541107
2007040,6,1,20,157446
3010560,8,1,37,283091
1003520,7,1,20,93297
6021120,9,1,37,649347
6021120,9,1,37,783914
1003520,7,1,21,94318
6021120,9,1,37,756316
6021120,9,1,37,712596
1003520,6,1,20,86078
6021120,9,1,37,679428
6021120,9,1,37,783683
1003520,6,1,20,83378
640,15,8,40,830
1920,31,19,91,2131
1920,40,22,128,2490
320,32,24,117,1869
1152,31,19,91,1865
192,13,11,50,1119
1152,40,22,128,2421
192,32,22,124,2096
768,15,8,40,973
768,40,22,128,2292
6021120,9,1,37,743819
6021120,9,1,37,675864
1505280,7,1,20,165990
9031680,9,1,37,1127498
9031680,9,1,37,1155481
1505280,6,1,20,127708
9031680,9,1,37,997785
9031680,9,1,37,1096634
1505280,8,1,21,157472
2257920,9,1,37,259610
627200,7,1,21,54940
3763200,9,1,37,462970
3763200,9,1,37,436130
627200,7,1,20,69540
3763200,9,1,37,486708
3763200,9,1,37,428573
627200,7,1,21,62333
3763200,9,1,37,440181
3763200,9,1,37,429175
1254400,8,1,21,116665
2560,15,8,40,1367
80640,1,1,1,3933
102400,1,1,2,4916
1254400,6,1,12,72578
17280,1,1,1,1089
627200,7,1,13,37730
17280,1,1,1,1092
627200,5,1,12,35582
17280,1,1,1,1089
627200,5,1,12,34812
10368,1,1,1,780
1505280,7,1,13,93211
10368,1,1,1,780
1505280,5,1,12,81987
10368,1,1,1,780
1505280,5,1,11,85072
6912,1,1,1,621
1003520,5,1,12,57120
6912,1,1,1,619
1003520,5,1,12,58043
6912,1,1,1,619
1003520,6,1,13,64044
6912,1,1,1,621
1003520,4,1,11,55461
3456,1,1,1,471
2007040,5,1,12,116048
3456,1,1,1,468
2007040,5,1,12,111323
3456,1,1,1,468
2007040,5,1,11,112549
2592,1,1,1,428
8028160,6,1,13,551374
2592,1,1,1,428
8028160,4,1,11,440298
1728,1,1,1,390
16056320,4,1,11,877770
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14113
307200,1,1,1,14114
307200,1,1,1,14113
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37113
614400,1,1,1,27911
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,131845
49152,19,12,53,31002
110592,19,12,53,70661
73728,7,3,14,11640
110592,15,9,40,53185
165888,15,9,40,79693
110592,11,6,27,35455
184320,7,3,14,29636
307200,15,9,40,148738
276480,15,9,40,133539
307200,11,6,27,98924
614400,7,3,14,98597
3072,7,3,14,787
27648,7,3,14,4316
6144,7,3,14,1138
6912,11,6,27,2172
41472,11,6,27,13102
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5520
55296,15,9,40,26304
12288,11,6,27,3712
24576,7,3,14,3847
49152,15,9,40,23105
1728,7,3,14,640
9216,7,3,14,1551
1024,7,3,14,568
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116258
32,2,1,1,342
564480,2,1,1,25677
564480,2,1,1,25677
1354752,2,1,1,61184
1354752,2,1,1,71524
903168,2,1,1,40898
903168,2,1,1,47453
903168,2,1,1,40898
1806336,2,1,1,81470
1806336,2,1,1,96112
7225344,2,1,1,373962
2580480,10,3,15,417806
2016,10,3,16,742
32,29,8,42,930
28901376,14,1,37,4308503
28901376,14,1,37,3704333
14450688,12,1,21,1635755
768,84,23,122,2667
128,85,22,129,2766
384,64,19,94,2130
64,38,11,54,1358
384,85,22,129,3071
64,85,22,129,2744
288,85,22,129,3284
64,55,16,82,1827
21676032,14,1,37,3237154
7225344,12,1,21,921279
32514048,14,1,37,4568910
32514048,14,1,37,4975177
7225344,12,1,21,851639
8128512,14,1,37,1341512
1806336,12,1,21,248314
10838016,14,1,37,1581158
10838016,14,1,37,1594835
1806336,12,1,21,259815
10838016,14,1,37,1710068
10838016,14,1,37,1518943
1806336,12,1,21,199143
2709504,14,1,37,394868
903168,12,1,21,124662
5419008,14,1,37,690554
5419008,14,1,37,760357
903168,12,1,21,120272
5419008,14,1,37,777587
5419008,14,1,37,772064
903168,12,1,21,193447
5419008,14,1,37,749493
5419008,14,1,37,726925
903168,12,1,21,116850
640,29,8,42,1033
1920,64,19,94,2731
1920,85,22,129,3255
320,81,24,122,2766
1152,64,19,94,2375
192,38,11,54,1151
1152,85,22,129,3700
192,85,22,129,2955
768,29,8,42,1096
768,85,22,129,3040
5419008,14,1,37,762024
5419008,14,1,37,708045
1354752,12,1,21,169591
8128512,14,1,37,1348643
8128512,14,1,37,1691409
1354752,12,1,21,240753
8128512,14,1,37,1415297
8128512,14,1,37,1513725
1354752,12,1,21,215389
2032128,14,1,37,264748
564480,12,1,21,55989
3386880,14,1,37,492401
3386880,14,1,37,504423
564480,12,1,21,83778
3386880,14,1,37,518982
3386880,14,1,37,453989
564480,12,1,21,77636
3386880,14,1,37,460112
3386880,14,1,37,487707
1128960,12,1,21,133665
2560,29,8,42,1577
1128960,7,1,12,69830
17280,1,1,1,1089
564480,8,1,13,41599
17280,1,1,1,1089
564480,8,1,13,37555
17280,1,1,1,1089
564480,7,1,12,31970
10368,1,1,1,780
1354752,8,1,13,94887
10368,1,1,1,780
1354752,8,1,13,88719
10368,1,1,1,780
1354752,7,1,12,82584
6912,1,1,1,621
903168,8,1,13,58993
6912,1,1,1,621
903168,8,1,13,71372
6912,1,1,1,621
903168,8,1,13,59528
6912,1,1,1,621
903168,7,1,12,53556
3456,1,1,1,468
1806336,8,1,13,126477
3456,1,1,1,468
1806336,8,1,13,116858
3456,1,1,1,468
1806336,7,1,12,134048
2592,1,1,1,428
7225344,8,1,13,478531
2592,1,1,1,428
7225344,7,1,12,433839
1728,1,1,1,391
14450688,7,1,12,833829
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,341
819200,10,3,15,132441
49152,37,12,54,31023
110592,37,12,54,70758
73728,10,3,15,11771
110592,28,9,41,53111
165888,28,9,41,80142
110592,19,6,28,36094
184320,10,3,15,29744
307200,28,9,41,148553
276480,28,9,41,134350
307200,19,6,28,99076
614400,10,3,15,99377
3072,10,3,15,794
27648,10,3,15,4347
6144,10,3,15,1182
6912,19,6,28,2172
41472,19,6,28,13116
9216,10,3,15,1551
9216,10,3,15,1568
12288,28,9,41,5565
55296,28,9,41,26205
12288,19,6,28,3636
24576,10,3,15,3871
49152,28,9,41,23360
1728,10,3,15,668
9216,10,3,15,1551
1024,10,3,15,635
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,117069
32,2,1,1,342
564480,2,1,1,25677
564480,2,1,1,25677
1354752,2,1,1,61555
1354752,2,1,1,71665
903168,2,1,1,40898
903168,2,1,1,47098
903168,2,1,1,40898
1806336,2,1,1,81470
1806336,2,1,1,96009
7225344,2,1,1,368241
2580480,7,3,14,416930
2016,7,3,15,723
32,9,8,38,747
28901376,8,1,36,3316375
28901376,8,1,36,2916768
14450688,6,1,20,1071846
768,39,23,120,2181
128,22,22,124,1989
384,27,19,90,1637
64,12,11,50,1039
384,32,22,126,2262
64,24,22,122,1948
288,35,22,125,2392
64,14,16,75,1243
21676032,8,1,36,2516219
7225344,6,1,20,640381
32514048,8,1,36,3683571
32514048,8,1,36,3716934
7225344,7,1,21,655968
8128512,9,1,37,1106401
1806336,7,1,20,179457
10838016,8,1,36,1247862
10838016,9,1,37,1292927
1806336,5,1,20,141031
10838016,9,1,37,1327498
10838016,8,1,37,1233825
1806336,7,1,20,148705
2709504,8,1,37,290437
903168,7,1,20,88088
5419008,9,1,37,580999
5419008,9,1,37,654646
903168,7,1,21,82823
5419008,9,1,37,615358
5419008,9,1,37,664789
903168,6,1,20,116279
5419008,9,1,37,613598
5419008,9,1,37,609117
903168,6,1,20,69760
640,15,8,40,856
1920,31,19,91,2137
1920,40,22,128,2530
320,32,24,117,2055
1152,31,19,91,1912
192,13,11,50,944
1152,40,22,128,2522
192,32,22,124,2081
768,15,8,40,992
768,40,22,128,2248
5419008,9,1,37,654788
5419008,9,1,37,596531
1354752,7,1,20,122985
8128512,9,1,37,1085167
8128512,9,1,37,1417531
1354752,6,1,20,143969
8128512,9,1,37,1186379
8128512,9,1,37,1094005
1354752,8,1,21,159327
2032128,9,1,37,214012
564480,7,1,21,40300
3386880,9,1,37,407629
3386880,9,1,37,413788
564480,7,1,20,54750
3386880,9,1,37,417973
3386880,9,1,37,371579
564480,7,1,21,53738
3386880,9,1,37,390424
3386880,9,1,37,366370
1128960,8,1,21,94456
2560,15,8,40,1375
1128960,6,1,12,65452
17280,1,1,1,1089
564480,7,1,13,37236
17280,1,1,1,1089
564480,5,1,12,32150
17280,1,1,1,1089
564480,5,1,12,30578
10368,1,1,1,780
1354752,7,1,13,87589
10368,1,1,1,780
1354752,5,1,12,76426
10368,1,1,1,780
1354752,5,1,11,76105
6912,1,1,1,621
903168,5,1,12,50828
6912,1,1,1,621
903168,5,1,12,55209
6912,1,1,1,621
903168,6,1,13,52984
6912,1,1,1,621
903168,4,1,11,49002
3456,1,1,1,468
1806336,5,1,12,103392
3456,1,1,1,468
1806336,5,1,12,101411
3456,1,1,1,468
1806336,5,1,11,107711
2592,1,1,1,428
7225344,6,1,13,422775
2592,1,1,1,428
7225344,4,1,11,400173
1728,1,1,1,391
14450688,4,1,11,789158
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37113
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14112
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,619
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,132238
49152,19,12,53,30986
110592,19,12,53,70610
73728,7,3,14,11597
110592,15,9,40,53013
165888,15,9,40,79945
110592,11,6,27,35266
184320,7,3,14,29436
307200,15,9,40,148191
276480,15,9,40,133646
307200,11,6,27,98765
614400,7,3,14,99048
3072,7,3,14,774
27648,7,3,14,4242
6144,7,3,14,1144
