ShapeSize,#input,#output,#op,RealNdpxCost
125440,8,1,13,7881
17280,1,1,1,1089
125440,7,1,12,7994
10368,1,1,1,780
301056,8,1,13,18061
10368,1,1,1,780
301056,8,1,13,23072
10368,1,1,1,780
301056,7,1,12,19134
6912,1,1,1,621
200704,8,1,13,13586
6912,1,1,1,621
200704,8,1,13,15829
6912,1,1,1,621
200704,8,1,13,15858
6912,1,1,1,621
200704,7,1,12,10938
3456,1,1,1,468
401408,8,1,13,27805
3456,1,1,1,468
401408,8,1,13,26633
3456,1,1,1,468
401408,7,1,12,26870
2592,1,1,1,428
1605632,8,1,13,106605
2592,1,1,1,428
1605632,7,1,12,103248
1728,1,1,1,391
3211264,7,1,12,227857
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132256
49152,37,12,54,31007
110592,37,12,54,72327
73728,10,3,15,11863
110592,28,9,41,53379
165888,28,9,41,79932
110592,19,6,28,36598
184320,10,3,15,29579
307200,28,9,41,149111
276480,28,9,41,134148
307200,19,6,28,99007
614400,10,3,15,99194
3072,10,3,15,823
27648,10,3,15,4375
6144,10,3,15,1161
6912,19,6,28,2172
41472,19,6,28,13127
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5520
55296,28,9,41,26283
12288,19,6,28,3821
24576,10,3,15,3869
49152,28,9,41,23410
1728,10,3,15,668
9216,10,3,15,1551
1024,10,3,15,616
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116634
125440,2,1,1,5953
125440,2,1,1,5953
301056,2,1,1,15939
301056,2,1,1,13845
200704,2,1,1,9337
200704,2,1,1,9341
200704,2,1,1,9341
401408,2,1,1,18444
401408,2,1,1,18357
1605632,2,1,1,72452
2580480,7,3,14,417231
32,9,8,38,849
6422528,8,1,36,772329
6422528,8,1,36,682250
3211264,6,1,20,354958
768,39,23,120,2039
128,23,22,124,2055
384,27,19,90,1696
64,12,11,50,1051
384,32,22,126,2016
64,23,22,122,2024
288,34,22,124,2098
64,14,16,75,1323
4816896,8,1,36,639666
1605632,6,1,20,131555
7225344,8,1,36,846687
7225344,8,1,36,793250
1605632,7,1,21,138393
1806336,8,1,36,198518
401408,7,1,20,44603
2408448,8,1,36,267549
2408448,9,1,37,272126
401408,5,1,20,24576
2408448,9,1,37,262773
2408448,8,1,37,250682
401408,6,1,20,32315
602112,8,1,37,70008
200704,7,1,20,18171
1204224,9,1,37,130899
1204224,9,1,37,136799
200704,7,1,21,17605
1204224,9,1,37,152787
1204224,9,1,37,129562
200704,6,1,20,15765
1204224,9,1,37,156054
1204224,9,1,37,124976
200704,6,1,20,15448
640,15,8,40,882
1920,31,19,91,2131
1920,40,22,128,2576
320,32,24,117,1879
1152,31,19,91,1982
192,13,11,50,1132
1152,40,22,128,2405
192,32,22,124,2224
768,15,8,40,1085
768,40,22,128,2458
1204224,9,1,37,136641
1204224,9,1,37,127929
301056,7,1,20,30324
1806336,9,1,37,231421
1806336,9,1,37,226034
301056,6,1,20,20279
1806336,9,1,37,205731
1806336,9,1,37,243317
301056,8,1,21,32376
451584,9,1,37,61729
125440,7,1,21,12822
752640,9,1,37,98932
752640,9,1,37,95905
125440,7,1,20,9800
752640,9,1,37,81125
752640,9,1,37,98934
125440,7,1,21,10193
752640,9,1,37,84758
752640,9,1,37,96259
250880,8,1,21,23432
2560,15,8,40,1312
16128,1,1,1,1033
20480,1,1,2,1234
250880,6,1,12,14320
17280,1,1,1,1089
125440,7,1,13,8214
17280,1,1,1,1089
125440,5,1,12,6724
17280,1,1,1,1089
125440,5,1,12,7419
10368,1,1,1,780
301056,7,1,13,17036
10368,1,1,1,780
301056,5,1,12,17626
10368,1,1,1,780
301056,5,1,11,16939
6912,1,1,1,621
200704,5,1,12,11651
6912,1,1,1,620
200704,5,1,12,11989
6912,1,1,1,621
200704,6,1,13,13043
6912,1,1,1,621
200704,4,1,11,10400
3456,1,1,1,468
401408,5,1,12,23408
3456,1,1,1,468
401408,5,1,12,22825
3456,1,1,1,468
401408,5,1,11,23481
2592,1,1,1,428
1605632,6,1,13,94719
2592,1,1,1,428
1605632,4,1,11,89115
1728,1,1,1,391
3211264,4,1,11,182303
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,131694
49152,19,12,53,31056
110592,19,12,53,70589
73728,7,3,14,11777
110592,15,9,40,53007
165888,15,9,40,79869
110592,11,6,27,35389
184320,7,3,14,29596
307200,15,9,40,148474
276480,15,9,40,133469
307200,11,6,27,98963
614400,7,3,14,99103
3072,7,3,14,809
27648,7,3,14,4281
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13129
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5509
55296,15,9,40,26208
12288,11,6,27,3678
24576,7,3,14,3787
49152,15,9,40,23352
1728,7,3,14,647
9216,7,3,14,1551
1024,7,3,14,590
32,1,1,1,335
32,1,1,1,334
2580480,1,1,1,119684
188160,2,1,1,8774
188160,2,1,1,8775
451584,2,1,1,20693
451584,2,1,1,20610
301056,2,1,1,13845
301056,2,1,1,13848
301056,2,1,1,13844
602112,2,1,1,27365
602112,2,1,1,27368
2408448,2,1,1,108723
2580480,7,3,14,416696
32,9,8,38,804
9633792,8,1,36,1088206
9633792,8,1,36,1002277
4816896,6,1,20,373922
768,39,23,120,2286
128,23,22,124,1977
384,27,19,90,1623
64,12,11,50,1009
384,32,22,126,2179
64,26,22,124,2075
288,36,22,126,2278
64,14,16,75,1258
7225344,8,1,36,871688
2408448,6,1,20,241445
10838016,9,1,37,1490241
10838016,9,1,37,1269595
2408448,7,1,21,265210
2709504,8,1,36,342380
602112,7,1,20,53970
3612672,8,1,36,444671
3612672,9,1,37,444716
602112,5,1,20,42963
3612672,9,1,37,477965
3612672,8,1,37,360466
602112,6,1,20,46720
903168,8,1,37,101534
301056,7,1,20,23691
1806336,9,1,37,218656
1806336,9,1,37,240122
301056,7,1,21,25596
1806336,9,1,37,212801
1806336,9,1,37,242175
301056,6,1,20,24466
1806336,9,1,37,220305
1806336,9,1,37,252704
301056,6,1,20,21531
640,15,8,40,957
1920,31,19,91,2153
1920,40,22,128,2468
320,32,24,117,1774
1152,31,19,91,1932
192,13,11,50,968
1152,40,22,128,2262
192,32,22,124,2148
768,15,8,40,985
768,40,22,128,2331
1806336,9,1,37,241507
1806336,9,1,37,180718
451584,7,1,20,43996
2709504,9,1,37,314894
2709504,9,1,37,367913
451584,6,1,20,36247
2709504,9,1,37,337591
2709504,9,1,37,327835
451584,7,1,20,38923
677376,9,1,37,72811
188160,7,1,21,17031
1128960,9,1,37,142399
1128960,9,1,37,123868
188160,7,1,20,15700
1128960,9,1,37,128383
1128960,9,1,37,133631
188160,7,1,21,15270
1128960,9,1,37,136492
1128960,9,1,37,135469
376320,8,1,21,34961
2560,15,8,40,1306
376320,6,1,12,22268
17280,1,1,1,1089
188160,7,1,13,11128
17280,1,1,1,1089
188160,5,1,12,10947
17280,1,1,1,1089
188160,5,1,12,10838
10368,1,1,1,780
451584,6,1,12,27774
10368,1,1,1,780
451584,5,1,12,25542
10368,1,1,1,780
451584,5,1,11,25239
6912,1,1,1,621
301056,5,1,12,17818
6912,1,1,1,621
301056,5,1,12,17716
6912,1,1,1,621
301056,6,1,13,17629
6912,1,1,1,621
301056,4,1,11,16008
3456,1,1,1,468
602112,5,1,12,33517
3456,1,1,1,468
602112,5,1,12,34640
3456,1,1,1,468
602112,5,1,11,32436
2592,1,1,1,428
2408448,6,1,13,157889
2592,1,1,1,428
2408448,4,1,11,135333
1728,1,1,1,391
4816896,4,1,11,268622
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,620
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,862
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5277
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8590
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
614400,1,1,1,27910
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14113
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5277
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,341
819200,7,3,14,131983
49152,19,12,53,30969
110592,19,12,53,70803
73728,7,3,14,11526
110592,15,9,40,53080
165888,15,9,40,79711
110592,11,6,27,35478
184320,7,3,14,29555
307200,15,9,40,148343
276480,15,9,40,133382
307200,11,6,27,99029
614400,7,3,14,98531
3072,7,3,14,802
27648,7,3,14,4297
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13136
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5362
55296,15,9,40,26346
12288,11,6,27,3656
24576,7,3,14,3809
49152,15,9,40,23218
1728,7,3,14,640
9216,7,3,14,1551
1024,7,3,14,593
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116254
250880,2,1,1,11591
250880,2,1,1,11591
602112,2,1,1,27394
602112,2,1,1,32056
401408,2,1,1,18353
401408,2,1,1,18353
401408,2,1,1,18353
802816,2,1,1,36392
802816,2,1,1,36389
3211264,2,1,1,144592
2580480,10,3,15,417738
32,29,8,42,947
12845056,14,1,37,3711238
12845056,14,1,37,2323606
6422528,12,1,21,686902
768,84,23,122,2721
128,85,22,129,2886
384,64,19,94,2512
64,38,11,54,1358
384,85,22,129,3229
64,85,22,129,3181
288,85,22,129,3148
64,55,16,82,1961
9633792,14,1,37,1412798
3211264,12,1,21,461983
14450688,14,1,37,2178053
14450688,14,1,37,1773900
3211264,12,1,21,402673
3612672,14,1,37,527036
802816,12,1,21,129308
4816896,14,1,37,720524
4816896,14,1,37,718057
802816,12,1,21,105770
4816896,14,1,37,672933
4816896,14,1,37,637403
802816,12,1,21,127798
1204224,14,1,37,155070
401408,12,1,21,45135
2408448,14,1,37,310640
2408448,14,1,37,453762
401408,12,1,21,43979
2408448,14,1,37,373537
2408448,14,1,37,363411
401408,12,1,21,52435
2408448,14,1,37,414504
2408448,14,1,37,320945
401408,12,1,21,52283
640,29,8,42,948
1920,64,19,94,2510
1920,85,22,129,3193
320,81,24,122,2634
1152,64,19,94,2420
192,38,11,54,1423
1152,85,22,129,3302
192,85,22,129,3157
768,29,8,42,1125
768,85,22,129,2793
2408448,14,1,37,316070
2408448,14,1,37,321814
602112,12,1,21,77201
3612672,14,1,37,546368
3612672,14,1,37,607435
602112,12,1,21,69530
3612672,14,1,37,518161
3612672,14,1,37,464726
602112,12,1,21,83116
903168,14,1,37,114219
250880,12,1,21,27961
1505280,14,1,37,218530
1505280,14,1,37,252621
250880,12,1,21,27185
1505280,14,1,37,222841
1505280,14,1,37,188396
250880,12,1,21,32251
1505280,14,1,37,227115
1505280,14,1,37,202405
501760,12,1,21,66690
2560,29,8,42,1418
32256,1,1,1,1760
40960,1,1,2,2155
501760,7,1,12,30802
17280,1,1,1,1089
250880,8,1,13,18161
17280,1,1,1,1089
250880,8,1,13,18333
17280,1,1,1,1089
250880,7,1,12,16272
10368,1,1,1,780
602112,8,1,13,42892
10368,1,1,1,780
602112,8,1,13,41000
10368,1,1,1,780
602112,7,1,12,39660
6912,1,1,1,621
401408,8,1,13,30055
6912,1,1,1,621
401408,8,1,13,33246
6912,1,1,1,621
401408,8,1,13,33184
6912,1,1,1,621
401408,7,1,12,24703
3456,1,1,1,468
802816,8,1,13,60556
3456,1,1,1,468
802816,8,1,13,57545
3456,1,1,1,468
802816,7,1,12,49953
2592,1,1,1,428
3211264,8,1,13,244293
2592,1,1,1,428
3211264,7,1,12,202906
1728,1,1,1,391
6422528,7,1,12,370092
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14112
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,619
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132273
49152,37,12,54,30976
110592,37,12,54,70851
73728,10,3,15,11906
110592,28,9,41,53394
165888,28,9,41,80722
110592,19,6,28,36130
184320,10,3,15,29646
307200,28,9,41,148616
276480,28,9,41,133576
307200,19,6,28,99219
614400,10,3,15,99379
3072,10,3,15,866
27648,10,3,15,4339
6144,10,3,15,1161
6912,19,6,28,2172
41472,19,6,28,13943
9216,10,3,15,1551
9216,10,3,15,1585
12288,28,9,41,5524
55296,28,9,41,26331
12288,19,6,28,3680
24576,10,3,15,3869
49152,28,9,41,23291
1728,10,3,15,763
9216,10,3,15,1551
1024,10,3,15,723
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116544
250880,2,1,1,11591
250880,2,1,1,11591
602112,2,1,1,27378
602112,2,1,1,32249
401408,2,1,1,18353
401408,2,1,1,18353
401408,2,1,1,18353
802816,2,1,1,36392
802816,2,1,1,36389
3211264,2,1,1,144592
2580480,7,3,14,417053
32,9,8,38,764
12845056,8,1,36,2645045
12845056,8,1,36,1805629
6422528,6,1,20,467849
768,39,23,120,2034
128,23,22,124,1993
384,27,19,90,1640
64,12,11,50,1036
384,32,22,126,2303
64,23,22,122,1965
288,35,22,125,2369
64,14,16,75,1258
9633792,8,1,36,1181856
3211264,6,1,20,279644
14450688,9,1,37,1830703
14450688,9,1,37,1407595
3211264,7,1,21,314566
3612672,8,1,36,425421
802816,7,1,20,88229
4816896,8,1,36,552649
4816896,9,1,37,566922
802816,5,1,20,60303
4816896,9,1,37,557006
4816896,8,1,37,514704
802816,6,1,20,74610
1204224,8,1,37,116737
401408,7,1,20,33408
2408448,9,1,37,254922
2408448,9,1,37,344671
401408,7,1,21,33422
2408448,9,1,37,298884
2408448,9,1,37,304244
401408,6,1,20,37003
2408448,9,1,37,304085
2408448,9,1,37,267963
401408,6,1,20,36321
640,15,8,40,851
1920,31,19,91,2131
1920,40,22,128,2510
320,32,24,117,2010
1152,31,19,91,1958
192,13,11,50,1089
1152,40,22,128,2420
192,31,22,123,2155
768,15,8,40,975
768,40,22,128,2293
2408448,9,1,37,261871
2408448,9,1,37,258593
602112,8,1,21,64386
3612672,9,1,37,430364
3612672,9,1,37,487929
602112,6,1,20,47436
3612672,9,1,37,423202
3612672,9,1,37,376828
602112,7,1,20,60294
903168,9,1,37,86492
250880,7,1,21,19049
1505280,9,1,37,181194
1505280,9,1,37,191218
250880,7,1,20,19538
1505280,9,1,37,176880
1505280,9,1,37,157303
250880,7,1,21,23904
1505280,9,1,37,179100
1505280,9,1,37,159700
501760,8,1,21,52604
2560,15,8,40,1332
32256,1,1,1,1760
40960,1,1,2,2155
501760,6,1,12,29184
17280,1,1,1,1089
250880,7,1,13,16049
17280,1,1,1,1089
250880,5,1,12,14942
17280,1,1,1,1089
250880,5,1,12,14455
10368,1,1,1,780
602112,6,1,12,35764
10368,1,1,1,780
602112,5,1,12,34623
10368,1,1,1,780
602112,6,1,12,37438
6912,1,1,1,621
401408,5,1,12,23663
6912,1,1,1,621
401408,5,1,12,24804
6912,1,1,1,621
401408,6,1,13,25563
6912,1,1,1,621
401408,4,1,11,22007
3456,1,1,1,468
802816,5,1,12,46510
3456,1,1,1,468
802816,5,1,12,45739
3456,1,1,1,468
802816,5,1,11,44897
2592,1,1,1,428
3211264,6,1,13,197632
2592,1,1,1,428
3211264,4,1,11,178734
1728,1,1,1,391
6422528,4,1,11,347934
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2518
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,132154
49152,19,12,53,31042
110592,19,12,53,70777
73728,7,3,14,11597
110592,15,9,40,53125
165888,15,9,40,79825
110592,11,6,27,35240
184320,7,3,14,29592
307200,15,9,40,148491
276480,15,9,40,133642
307200,11,6,27,98946
614400,7,3,14,98922
3072,7,3,14,799
27648,7,3,14,4254
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13140
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5392
55296,15,9,40,26291
12288,11,6,27,3749
24576,7,3,14,3864
49152,15,9,40,23236
1728,7,3,14,692
9216,7,3,14,1551
1024,7,3,14,654
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116298
32,2,1,1,342
501760,2,1,1,22865
501760,2,1,1,22860
1204224,2,1,1,54417
1204224,2,1,1,54774
802816,2,1,1,36385
802816,2,1,1,36381
802816,2,1,1,42860
1605632,2,1,1,72465
1605632,2,1,1,86035
6422528,2,1,1,288943
2580480,10,3,15,417866
2016,10,3,16,688
32,29,8,42,947
25690112,14,1,37,4888773
25690112,14,1,37,4848249
12845056,12,1,21,1533517
768,84,23,122,2967
128,85,22,129,2721
384,64,19,94,2517
64,38,11,54,1347
384,85,22,129,2841
64,85,22,129,2882
288,85,22,129,3020
64,55,16,82,1754
19267584,14,1,37,2794419
6422528,12,1,21,651331
28901376,14,1,37,5302028
28901376,14,1,37,4547558
6422528,12,1,21,810849
7225344,14,1,37,1106549
1605632,12,1,21,267266
9633792,14,1,37,1352154
9633792,14,1,37,1353976
1605632,12,1,21,231069
9633792,14,1,37,1443166
9633792,14,1,37,1246181
1605632,12,1,21,222758
2408448,14,1,37,353706
802816,12,1,21,104433
4816896,14,1,37,752161
4816896,14,1,37,714524
802816,12,1,21,116617
4816896,14,1,37,658089
4816896,14,1,37,649951
802816,12,1,21,130755
4816896,14,1,37,652438
4816896,14,1,37,709838
802816,12,1,21,111104
640,29,8,42,948
1920,64,19,94,2383
1920,85,22,129,3326
320,81,24,122,2337
1152,64,19,94,2405
192,38,11,54,1309
1152,85,22,129,3061
192,85,22,129,2562
768,29,8,42,1140
768,85,22,129,3410
4816896,14,1,37,655873
4816896,14,1,37,691840
1204224,12,1,21,152019
7225344,14,1,37,1096757
7225344,14,1,37,1191965
1204224,12,1,21,126827
7225344,14,1,37,1073819
7225344,14,1,37,997039
1204224,12,1,21,159066
1806336,14,1,37,239446
501760,12,1,21,55785
3010560,14,1,37,440125
3010560,14,1,37,425068
501760,12,1,21,58447
3010560,14,1,37,426922
3010560,14,1,37,447939
501760,12,1,21,72093
3010560,14,1,37,469504
3010560,14,1,37,417545
1003520,12,1,21,107831
2560,29,8,42,1461
64512,1,1,1,3209
81920,1,1,2,3994
1003520,7,1,12,57938
17280,1,1,1,1089
501760,8,1,13,35625
17280,1,1,1,1089
501760,8,1,13,31428
17280,1,1,1,1089
501760,7,1,12,30527
10368,1,1,1,780
1204224,8,1,13,71933
10368,1,1,1,780
1204224,8,1,13,80190
10368,1,1,1,780
1204224,7,1,12,73070
6912,1,1,1,621
802816,8,1,13,62523
6912,1,1,1,621
802816,8,1,13,66311
6912,1,1,1,621
802816,8,1,13,68785
6912,1,1,1,621
802816,7,1,12,50962
3456,1,1,1,468
1605632,8,1,13,110852
3456,1,1,1,468
1605632,8,1,13,106530
3456,1,1,1,468
1605632,7,1,12,94718
2592,1,1,1,428
6422528,8,1,13,423096
2592,1,1,1,428
6422528,7,1,12,408227
1728,1,1,1,391
12845056,7,1,12,830663
576,1,1,1,340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,571
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132380
49152,37,12,54,31100
110592,37,12,54,70609
73728,10,3,15,11955
110592,28,9,41,53501
165888,28,9,41,80653
110592,19,6,28,36327
184320,10,3,15,29789
307200,28,9,41,149235
276480,28,9,41,133596
307200,19,6,28,100278
614400,10,3,15,99211
3072,10,3,15,825
27648,10,3,15,4387
6144,10,3,15,1161
6912,19,6,28,2172
41472,19,6,28,13031
